status,source_CoStar_URL,Tenant,Industry,Floor,SF Occupied,Employees,Move In Date,Exp Date,Page_URL,PropertyID,BBL
OK: row 16 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Olo Acupuncture,Health Care and Social Assistance,10th,"1,050",10,Oct-13,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 17 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Law Office Of Ronald L Kuby,"Professional, Scientific, and Technical Services",9th,"1,000",4,Nov-22,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 18 of 30,https://product.costar.com/detail/all-properties/159241/tenant,In De Goot Entertainment,"Arts, Entertainment, and Recreation",6th,800,14,Apr-06,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 19 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Manhattan Edit Workshop,Educational Services,10th,800,8,Sep-13,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 20 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Alchemy Space Salon,Services,7th,700,1,Apr-24,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 21 of 30,https://product.costar.com/detail/all-properties/159241/tenant,DSA Property Group,Real Estate,2nd,500,5,Mar-23,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 22 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Flatiron Real Estate Advisors,Real Estate,9th,500,3,Nov-19,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 23 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Forster-thomas Inc,Educational Services,GRND,500,-,Jan-25,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 24 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Independent Therapy,Health Care and Social Assistance,4th,500,-,Dec-24,Nov-29,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 25 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Quick Color Custom Photo Lab,Services,5th,500,1,Jul-16,Jun-32,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 26 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Simone Associates Inc,Administrative and Support Services,4th,500,3,Apr-25,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 27 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Techmenity,"Professional, Scientific, and Technical Services",6th,500,11,Oct-17,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 28 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Dr. Isis Medina,Health Care and Social Assistance,8th,470,3,Oct-13,Aug-28,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 29 of 30,https://product.costar.com/detail/all-properties/159241/tenant,Bodrum,Retailer,7th,306,2,Jul-16,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 30 of 30,https://product.costar.com/detail/all-properties/159241/tenant,"Susan Eng, L.Ac.",Health Care and Social Assistance,7th,300,2,Jul-16,-,https://product.costar.com/detail/all-properties/159241/tenant,159241,1007990028.0
OK: row 1 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Downtown Dance Factory,Educational Services,"4th, 5th","13,239",25,Aug-10,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 2 of 43,https://product.costar.com/detail/all-properties/157540/tenant,"Mirman, Markovits & Landau, P.C.","Professional, Scientific, and Technical Services",6th,"6,300",19,Jan-02,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 3 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Neil A. Weinrib & Associates,"Professional, Scientific, and Technical Services",17th,"6,300",18,Nov-11,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 4 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Mandarin Seeds,Educational Services,LL,"5,000",33,Sep-21,Sep-31,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 5 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Fred Astaire Dance Studio,"Arts, Entertainment, and Recreation",9th,"3,300",22,Sep-17,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 6 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Kelman Winston & Vallone P.C.,"Professional, Scientific, and Technical Services",16th,"3,100",20,Sep-18,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 7 of 43,https://product.costar.com/detail/all-properties/157540/tenant,My Little School,Health Care and Social Assistance,3rd,"3,000",24,Dec-19,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 8 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Downtown Dermatology,Services,18th,"2,800",15,Jun-18,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 9 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Glenmark Realty,Real Estate,19th,"2,500",9,Jul-16,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 10 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Artisan Council,Information,11th,"2,250",-,Mar-24,Mar-26,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 11 of 43,https://product.costar.com/detail/all-properties/157540/tenant,"Jorge Guttlein & Associates, P.C.","Professional, Scientific, and Technical Services",15th,"2,063",10,Sep-09,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 12 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Whiting Foundation,Services,19th,"1,523",10,Jul-24,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 13 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Chabad Of Tribeca and Soho,Services,3rd,"1,500",10,Oct-15,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 14 of 43,https://product.costar.com/detail/all-properties/157540/tenant,RBK Strategic Brand Marketing,"Professional, Scientific, and Technical Services",7th,"1,500",25,Dec-19,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 15 of 43,https://product.costar.com/detail/all-properties/157540/tenant,The Animation Company,"Arts, Entertainment, and Recreation",7th,"1,500",-,Jan-25,Jan-26,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 16 of 43,https://product.costar.com/detail/all-properties/157540/tenant,"Ungaro & Cifuni, Attorneys at Law, LLP","Professional, Scientific, and Technical Services",14th,"1,400",7,Jan-10,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 17 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Baron & Shelkin,"Professional, Scientific, and Technical Services",10th,"1,353",7,Jul-16,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 18 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Conversano Associates,"Professional, Scientific, and Technical Services",10th,"1,353",10,Jul-21,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 19 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Waxlaw,"Professional, Scientific, and Technical Services",10th,"1,300",12,Aug-20,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 20 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Archwell Property Group,Real Estate,10th,"1,200",-,Mar-25,Mar-30,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 21 of 43,https://product.costar.com/detail/all-properties/157540/tenant,MTZ Counseling,Health Care and Social Assistance,10th,"1,053",11,Dec-17,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 22 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Dr. Larry Saul,Health Care and Social Assistance,15th,"1,000",1,Nov-17,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 23 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Hustvedt & Cutler Architects,"Professional, Scientific, and Technical Services",11th,"1,000",8,Feb-10,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 24 of 43,https://product.costar.com/detail/all-properties/157540/tenant,P Wolfe Consultants,"Professional, Scientific, and Technical Services",GRND,"1,000",15,Sep-01,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 25 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Laquercia LLP,"Professional, Scientific, and Technical Services",16th,756,4,Apr-06,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 26 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Saul C Brown,"Professional, Scientific, and Technical Services",16th,750,3,Aug-09,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 27 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Lynn Rigney,Health Care and Social Assistance,15th,700,1,Jul-19,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 28 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Ready Set Play,Educational Services,2nd,650,5,Mar-18,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 29 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Hollis Even Lcsw,Health Care and Social Assistance,18th,600,2,Feb-10,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 30 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Law Offices of Manuel B. Quintal,"Professional, Scientific, and Technical Services",15th,600,2,Dec-98,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 31 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Advanced Career Solutions,Public Administration,GRND,500,-,Dec-24,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 32 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Citywide Licensing of New York,Public Administration,7th,500,2,Dec-19,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 33 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Comprehensive Family Services Inc,"Professional, Scientific, and Technical Services",GRND,500,-,Nov-24,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 34 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Infusion Development,"Professional, Scientific, and Technical Services",GRND,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 35 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Jazz Workshop Inc,Information,14th,500,-,May-25,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 36 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Kent R. Rachid,Real Estate,14th,500,-,Nov-21,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 37 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Law Office of Richard Southard,"Professional, Scientific, and Technical Services",8th,500,2,Jun-18,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 38 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Law Office of William J Rita,"Professional, Scientific, and Technical Services",16th,500,3,Feb-15,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 39 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Propoint Graphics,"Professional, Scientific, and Technical Services",GRND,500,-,Aug-24,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 40 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Tamid Nyc,Accommodation and Food Services,11th,500,-,Oct-24,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 41 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Ya Ya Preschool,,GRND,500,-,Feb-23,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 42 of 43,https://product.costar.com/detail/all-properties/157540/tenant,BLC Psychology Tribeca,Health Care and Social Assistance,GRND,-,5,Aug-15,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 43 of 43,https://product.costar.com/detail/all-properties/157540/tenant,Law Office of Wendy Tso,"Professional, Scientific, and Technical Services",GRND,-,2,Jun-18,-,https://product.costar.com/detail/all-properties/157540/tenant,157540,1001500038.0
OK: row 1 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Cayre Equities,Real Estate,4th,"10,000",10,Jul-16,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 2 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Patch,Information,11th,"10,000",66,Aug-15,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 3 of 31,https://product.costar.com/detail/all-properties/157938/tenant,DNT Enterprises,Wholesaler,3rd,"5,810",39,Jun-18,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 4 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Vladar Company,Information,9th,"3,040",15,Dec-15,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 5 of 31,https://product.costar.com/detail/all-properties/157938/tenant,E4P Consulting Engineering PLLC,"Professional, Scientific, and Technical Services",10th,"3,000",20,Jan-21,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 6 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Caso Document Management,"Professional, Scientific, and Technical Services",3rd,"2,865",15,Oct-16,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 7 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Neelam Fashions,Retailer,1st,"1,500",2,Feb-99,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 8 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Enizes latin dance,"Arts, Entertainment, and Recreation",6th,"1,410",-,Aug-24,Aug-31,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 9 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Karaoke Champ,Rental and Leasing Services,9th,"1,410",8,Sep-15,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 10 of 31,https://product.costar.com/detail/all-properties/157938/tenant,RAYDOOR,Manufacturing,9th,"1,350",9,Jul-10,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 11 of 31,https://product.costar.com/detail/all-properties/157938/tenant,BACC Builders,Construction,6th,"1,155",4,Feb-15,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 12 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Paws NY,Services,8th,"1,080",8,Jan-19,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 13 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Coco and Breezy Eyewear,Manufacturing,6th,"1,055",9,Oct-14,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 14 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Kimoy Studios,"Professional, Scientific, and Technical Services",8th,"1,050",4,Nov-16,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 15 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Emm Kuo Designs,Manufacturing,8th,"1,035",7,Sep-14,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 16 of 31,https://product.costar.com/detail/all-properties/157938/tenant,I Heart Physical Therapy,Health Care and Social Assistance,6th,980,3,Apr-21,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 17 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Haute Architecture,"Professional, Scientific, and Technical Services",8th,960,6,Jul-14,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 18 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Micromem,"Professional, Scientific, and Technical Services",7th,950,6,Feb-16,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 19 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Ventana Productions,Information,7th,950,11,Feb-14,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 20 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Clear Concept Construction,Construction,10th,600,4,Feb-22,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 21 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Monthly Review,Information,7th,600,4,Jun-17,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 22 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Manteco,Manufacturing,6th,580,1,Jun-21,Jun-27,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 23 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Antefixe USA Llc,"Professional, Scientific, and Technical Services",10th,500,2,Oct-22,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 24 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Chimney Design Solutions,Construction,GRND,500,6,Mar-25,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 25 of 31,https://product.costar.com/detail/all-properties/157938/tenant,"Cre8ive NYC, LLC",Real Estate,2nd,500,1,Oct-22,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 26 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Glory Apparel Inc,Manufacturing,1st,500,3,Oct-23,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 27 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Kent Wang,Retailer,6th,500,3,Oct-22,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 28 of 31,https://product.costar.com/detail/all-properties/157938/tenant,LMNT Accessories,Retailer,10th,500,1,Oct-22,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 29 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Nuloom Rugs,Services,GRND,500,-,Jun-25,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 30 of 31,https://product.costar.com/detail/all-properties/157938/tenant,Odin Fashion Corporation,Retailer,10th,500,5,Oct-22,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 31 of 31,https://product.costar.com/detail/all-properties/157938/tenant,"Schwartz & Ponterio, PLLC","Professional, Scientific, and Technical Services",10th,450,3,Jun-20,-,https://product.costar.com/detail/all-properties/157938/tenant,157938,1008040059.0
OK: row 1 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Museum of Sex,"Arts, Entertainment, and Recreation",7th,"6,871",45,Oct-21,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 2 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Ashkar Corporation,Finance and Insurance,12th,"5,271",35,Jun-18,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 3 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Victra,Information,5th,"2,500",17,Apr-22,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 4 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Institute For Hermetic Philosophy,Services,8th,"2,415",16,Jun-16,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 5 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Weber Farhat Realty Management,Real Estate,10th,"2,345",15,Dec-21,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 6 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Krowne Vocal Studios Ny Inc,Public Administration,"3rd, 6th","2,000",13,Mar-21,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 7 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Palm's Fashion,Services,GRND,"1,750",5,Nov-18,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 8 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Grandeur Creations,Wholesaler,9th,"1,679",6,Apr-03,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 9 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,King's Capital,Real Estate,8th,"1,500",15,Mar-24,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 10 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,UP Real Estate Advisors,Real Estate,8th,"1,500",2,May-15,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 11 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Mirrortone Studios,Information,11th,"1,256",7,Dec-15,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 12 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Q-Tech Creations Inc.,"Professional, Scientific, and Technical Services",6th,900,3,Jan-19,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 13 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Adam Mesh Trading Group Llc,Public Administration,GRND,500,-,Jul-25,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 14 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Audiobrain,"Arts, Entertainment, and Recreation",GRND,500,8,May-25,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 15 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Beadkraft/bhens Pro,Wholesaler,GRND,500,3,Sep-22,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 16 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,EKO Techs,Services,4th,500,2,Sep-22,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 17 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,GSI Studios,Information,4th,500,3,Sep-24,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 18 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Sunco Tees And Gifts,Retailer,GRND,500,2,Feb-23,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 19 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Teresharan,Real Estate,12th,500,4,Apr-05,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 20 of 20,https://product.costar.com/detail/all-properties/1153156/tenant,Wireless One Ny,Information,GRND,500,-,May-25,-,https://product.costar.com/detail/all-properties/1153156/tenant,1153156,1008040067.0
OK: row 1 of 8,https://product.costar.com/detail/all-properties/159053/tenant,The Episcopal Church,Services,"4th, 5th, 6th, 7th, 11th","46,000",500,Mar-98,-,https://product.costar.com/detail/all-properties/159053/tenant,159053,1013170021.0
OK: row 2 of 8,https://product.costar.com/detail/all-properties/159053/tenant,The Ad Council,"Professional, Scientific, and Technical Services","8th, 9th, 10th","24,368",100,May-07,-,https://product.costar.com/detail/all-properties/159053/tenant,159053,1013170021.0
OK: row 3 of 8,https://product.costar.com/detail/all-properties/159053/tenant,Lyceum Kennedy,Educational Services,2nd,"11,598",50,Dec-18,Jan-41,https://product.costar.com/detail/all-properties/159053/tenant,159053,1013170021.0
OK: row 4 of 8,https://product.costar.com/detail/all-properties/159053/tenant,H&D Physical Therapy,Health Care and Social Assistance,7th,"4,000",10,Feb-19,-,https://product.costar.com/detail/all-properties/159053/tenant,159053,1013170021.0
OK: row 5 of 8,https://product.costar.com/detail/all-properties/159053/tenant,Childrens Defense Fund,Services,8th,"1,700",14,Feb-18,-,https://product.costar.com/detail/all-properties/159053/tenant,159053,1013170021.0
OK: row 6 of 8,https://product.costar.com/detail/all-properties/159053/tenant,Permanent Mission-The Kingdom,Public Administration,6th,"1,500",15,Jul-14,-,https://product.costar.com/detail/all-properties/159053/tenant,159053,1013170021.0
OK: row 7 of 8,https://product.costar.com/detail/all-properties/159053/tenant,National Association Of Episcopal Schools Inc,Educational Services,8th,"1,000",6,Apr-03,-,https://product.costar.com/detail/all-properties/159053/tenant,159053,1013170021.0
OK: row 8 of 8,https://product.costar.com/detail/all-properties/159053/tenant,College & University,Services,3rd,-,14,May-10,-,https://product.costar.com/detail/all-properties/159053/tenant,159053,1013170021.0
OK: row 1 of 10,https://product.costar.com/detail/all-properties/157952/tenant,New Age Training Inc,Educational Services,"2nd, 8th","15,601",32,Oct-09,Jan-30,https://product.costar.com/detail/all-properties/157952/tenant,157952,1008060009.0
OK: row 2 of 10,https://product.costar.com/detail/all-properties/157952/tenant,Frost Productions,"Arts, Entertainment, and Recreation",9th,"8,400",50,Jul-18,Apr-28,https://product.costar.com/detail/all-properties/157952/tenant,157952,1008060009.0
OK: row 3 of 10,https://product.costar.com/detail/all-properties/157952/tenant,"Lazarus Karp Ehrlich McCourt, LLP","Professional, Scientific, and Technical Services",7th,"8,335",10,Jan-25,Dec-38,https://product.costar.com/detail/all-properties/157952/tenant,157952,1008060009.0
OK: row 4 of 10,https://product.costar.com/detail/all-properties/157952/tenant,Spada Uniform Apparel,Retailer,5th,"8,335",15,Jan-25,Dec-34,https://product.costar.com/detail/all-properties/157952/tenant,157952,1008060009.0
OK: row 5 of 10,https://product.costar.com/detail/all-properties/157952/tenant,Modicum,"Professional, Scientific, and Technical Services",3rd,"8,080",50,Jan-18,-,https://product.costar.com/detail/all-properties/157952/tenant,157952,1008060009.0
OK: row 6 of 10,https://product.costar.com/detail/all-properties/157952/tenant,Van Deusen & Associates,Construction,4th,"8,075",20,Aug-14,-,https://product.costar.com/detail/all-properties/157952/tenant,157952,1008060009.0
OK: row 7 of 10,https://product.costar.com/detail/all-properties/157952/tenant,Turner School,Educational Services,6th,"7,500",10,Apr-07,Apr-32,https://product.costar.com/detail/all-properties/157952/tenant,157952,1008060009.0
OK: row 8 of 10,https://product.costar.com/detail/all-properties/157952/tenant,New York State Department of Motor Vehicles,Public Administration,GRND,"7,042",13,Jun-18,-,https://product.costar.com/detail/all-properties/157952/tenant,157952,1008060009.0
OK: row 9 of 10,https://product.costar.com/detail/all-properties/157952/tenant,Excel Media Systems,Rental and Leasing Services,GRND,500,25,Jul-25,-,https://product.costar.com/detail/all-properties/157952/tenant,157952,1008060009.0
OK: row 10 of 10,https://product.costar.com/detail/all-properties/157952/tenant,Vda Expediting Services,Transportation and Warehousing,GRND,500,-,Dec-24,-,https://product.costar.com/detail/all-properties/157952/tenant,157952,1008060009.0
OK: row 1 of 24,https://product.costar.com/detail/all-properties/157528/tenant,Capital One,Finance and Insurance,"BSMT, GRND, MEZZ","15,990",106,Feb-15,-,https://product.costar.com/detail/all-properties/157528/tenant,157528,1005650015.0
OK: row 2 of 24,https://product.costar.com/detail/all-properties/157528/tenant,Casa Komos,"Professional, Scientific, and Technical Services","2nd, 9th","10,268",68,Aug-24,Aug-34,https://product.costar.com/detail/all-properties/157528/tenant,157528,1005650015.0
